;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 30.07.2018 01:40:35
;----------------------------------------------

;Address Opcode 	ASM
0x0928	0x158A      	BSF        PCLATH, 3
;MyProject.c,363 :: 		Lcd_Chr(2,9,txt[1]);
0x0929	0x3002      	MOVLW      2
0x092A	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x092B	0x3009      	MOVLW      9
0x092C	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x092D	0x0854      	MOVF       _txt+1, 0
0x092E	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x092F	0x118A      	BCF        PCLATH, 3
0x0930	0x217A      	CALL       _Lcd_Chr
0x0931	0x158A      	BSF        PCLATH, 3
;MyProject.c,364 :: 		Lcd_Chr(2,10,txt[2]);
0x0932	0x3002      	MOVLW      2
0x0933	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0934	0x300A      	MOVLW      10
0x0935	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0936	0x0855      	MOVF       _txt+2, 0
0x0937	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0938	0x118A      	BCF        PCLATH, 3
0x0939	0x217A      	CALL       _Lcd_Chr
0x093A	0x158A      	BSF        PCLATH, 3
;MyProject.c,365 :: 		Lcd_Chr(2,11,':');
0x093B	0x3002      	MOVLW      2
0x093C	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x093D	0x300B      	MOVLW      11
0x093E	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x093F	0x303A      	MOVLW      58
0x0940	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0941	0x118A      	BCF        PCLATH, 3
0x0942	0x217A      	CALL       _Lcd_Chr
0x0943	0x158A      	BSF        PCLATH, 3
;MyProject.c,366 :: 		ByteToStrWithZeros(alarm_dakika,txt);
0x0944	0x1283      	BCF        STATUS, 5
0x0945	0x084F      	MOVF       _alarm_dakika, 0
0x0946	0x1683      	BSF        STATUS, 5
0x0947	0x00D8      	MOVWF      FARG_ByteToStrWithZeros_input
0x0948	0x30D3      	MOVLW      _txt
0x0949	0x00D9      	MOVWF      FARG_ByteToStrWithZeros_output
0x094A	0x118A      	BCF        PCLATH, 3
0x094B	0x21F9      	CALL       _ByteToStrWithZeros
0x094C	0x158A      	BSF        PCLATH, 3
;MyProject.c,367 :: 		Lcd_Chr(2,12,txt[1]);
0x094D	0x3002      	MOVLW      2
0x094E	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x094F	0x300C      	MOVLW      12
0x0950	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0951	0x0854      	MOVF       _txt+1, 0
0x0952	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0953	0x118A      	BCF        PCLATH, 3
0x0954	0x217A      	CALL       _Lcd_Chr
0x0955	0x158A      	BSF        PCLATH, 3
;MyProject.c,368 :: 		Lcd_Chr(2,13,txt[2]);
0x0956	0x3002      	MOVLW      2
0x0957	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0958	0x300D      	MOVLW      13
0x0959	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x095A	0x0855      	MOVF       _txt+2, 0
0x095B	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x095C	0x118A      	BCF        PCLATH, 3
0x095D	0x217A      	CALL       _Lcd_Chr
0x095E	0x158A      	BSF        PCLATH, 3
;MyProject.c,369 :: 		}
L_main118:
;MyProject.c,370 :: 		if(yaz == 1)
0x095F	0x1283      	BCF        STATUS, 5
0x0960	0x0864      	MOVF       _yaz, 0
0x0961	0x3A01      	XORLW      1
0x0962	0x1D03      	BTFSS      STATUS, 2
0x0963	0x296B      	GOTO       L_main119
;MyProject.c,372 :: 		Lcd_Cmd(_LCD_CLEAR);
0x0964	0x3001      	MOVLW      1
0x0965	0x1683      	BSF        STATUS, 5
0x0966	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0967	0x118A      	BCF        PCLATH, 3
0x0968	0x2102      	CALL       _Lcd_Cmd
0x0969	0x158A      	BSF        PCLATH, 3
;MyProject.c,373 :: 		yaz = 0;
0x096A	0x01E4      	CLRF       _yaz
;MyProject.c,374 :: 		}
L_main119:
;MyProject.c,375 :: 		if(PORTC.RC3 == 1)
0x096B	0x1D87      	BTFSS      PORTC, 3
0x096C	0x2971      	GOTO       L_main120
;MyProject.c,377 :: 		alarm_dakika = 0;
0x096D	0x01CF      	CLRF       _alarm_dakika
;MyProject.c,378 :: 		alarm_saat = 0;
0x096E	0x01B3      	CLRF       _alarm_saat
;MyProject.c,379 :: 		alarm_kurulum = 0;
0x096F	0x1683      	BSF        STATUS, 5
0x0970	0x01CE      	CLRF       _alarm_kurulum
;MyProject.c,380 :: 		}
L_main120:
;MyProject.c,381 :: 		}
L_main115:
;MyProject.c,382 :: 		}
0x0971	0x2834      	GOTO       L_main102
L_main103:
0x0972	0x1683      	BSF        STATUS, 5
;MyProject.c,383 :: 		Lcd_Cmd(_LCD_CLEAR);
0x0973	0x3001      	MOVLW      1
0x0974	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0975	0x118A      	BCF        PCLATH, 3
0x0976	0x2102      	CALL       _Lcd_Cmd
0x0977	0x158A      	BSF        PCLATH, 3
;MyProject.c,384 :: 		Lcd_Cmd(_LCD_CURSOR_OFF);
0x0978	0x300C      	MOVLW      12
0x0979	0x1683      	BSF        STATUS, 5
0x097A	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x097B	0x118A      	BCF        PCLATH, 3
0x097C	0x2102      	CALL       _Lcd_Cmd
0x097D	0x158A      	BSF        PCLATH, 3
;MyProject.c,385 :: 		while(mod == 1)
L_main121:
0x097E	0x0823      	MOVF       _mod, 0
0x097F	0x3A01      	XORLW      1
0x0980	0x1D03      	BTFSS      STATUS, 2
0x0981	0x2986      	GOTO       L_main122
;MyProject.c,387 :: 		mod_bir_fonk();
0x0982	0x118A      	BCF        PCLATH, 3
0x0983	0x23C4      	CALL       _mod_bir_fonk
0x0984	0x158A      	BSF        PCLATH, 3
;MyProject.c,388 :: 		}
0x0985	0x297E      	GOTO       L_main121
L_main122:
;MyProject.c,389 :: 		Lcd_Cmd(_LCD_CLEAR);
0x0986	0x3001      	MOVLW      1
0x0987	0x1683      	BSF        STATUS, 5
0x0988	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0989	0x118A      	BCF        PCLATH, 3
0x098A	0x2102      	CALL       _Lcd_Cmd
0x098B	0x158A      	BSF        PCLATH, 3
;MyProject.c,390 :: 		if(mod == 2)
0x098C	0x0823      	MOVF       _mod, 0
0x098D	0x3A02      	XORLW      2
0x098E	0x1D03      	BTFSS      STATUS, 2
0x098F	0x299D      	GOTO       L_main123
;MyProject.c,392 :: 		Lcd_Out(1,2,"ILK ALARM");
0x0990	0x3001      	MOVLW      1
0x0991	0x1683      	BSF        STATUS, 5
0x0992	0x00D8      	MOVWF      FARG_Lcd_Out_row
0x0993	0x3002      	MOVLW      2
0x0994	0x00D9      	MOVWF      FARG_Lcd_Out_column
0x0995	0x305A      	MOVLW      ?lstr5_MyProject
0x0996	0x00DA      	MOVWF      FARG_Lcd_Out_text
0x0997	0x118A      	BCF        PCLATH, 3
0x0998	0x21B1      	CALL       _Lcd_Out
0x0999	0x158A      	BSF        PCLATH, 3
;MyProject.c,393 :: 		alarm_kurulum_yaz();
0x099A	0x118A      	BCF        PCLATH, 3
0x099B	0x244B      	CALL       _alarm_kurulum_yaz
0x099C	0x158A      	BSF        PCLATH, 3
;MyProject.c,394 :: 		}
L_main123:
;MyProject.c,395 :: 		while(mod == 2)
L_main124:
0x099D	0x1283      	BCF        STATUS, 5
0x099E	0x0823      	MOVF       _mod, 0
0x099F	0x3A02      	XORLW      2
0x09A0	0x1D03      	BTFSS      STATUS, 2
0x09A1	0x29B2      	GOTO       L_main125
;MyProject.c,397 :: 		Lcd_Cmd(_LCD_BLINK_CURSOR_ON);
0x09A2	0x300F      	MOVLW      15
0x09A3	0x1683      	BSF        STATUS, 5
0x09A4	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x09A5	0x118A      	BCF        PCLATH, 3
0x09A6	0x2102      	CALL       _Lcd_Cmd
0x09A7	0x158A      	BSF        PCLATH, 3
;MyProject.c,398 :: 		mod_iki_fonk();
0x09A8	0x118A      	BCF        PCLATH, 3
0x09A9	0x222C      	CALL       _mod_iki_fonk
0x09AA	0x158A      	BSF        PCLATH, 3
;MyProject.c,480 :: 		Lcd_Cmd(_LCD_CURSOR_OFF);
0x09AB	0x300C      	MOVLW      12
0x09AC	0x1683      	BSF        STATUS, 5
0x09AD	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x09AE	0x118A      	BCF        PCLATH, 3
0x09AF	0x2102      	CALL       _Lcd_Cmd
0x09B0	0x158A      	BSF        PCLATH, 3
;MyProject.c,481 :: 		}
0x09B1	0x299D      	GOTO       L_main124
L_main125:
;MyProject.c,482 :: 		Lcd_Cmd(_LCD_CURSOR_OFF);
0x09B2	0x300C      	MOVLW      12
0x09B3	0x1683      	BSF        STATUS, 5
0x09B4	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x09B5	0x118A      	BCF        PCLATH, 3
0x09B6	0x2102      	CALL       _Lcd_Cmd
0x09B7	0x158A      	BSF        PCLATH, 3
;MyProject.c,483 :: 		Lcd_Cmd(_LCD_CLEAR);
0x09B8	0x3001      	MOVLW      1
0x09B9	0x1683      	BSF        STATUS, 5
0x09BA	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x09BB	0x118A      	BCF        PCLATH, 3
0x09BC	0x2102      	CALL       _Lcd_Cmd
0x09BD	0x158A      	BSF        PCLATH, 3
;MyProject.c,484 :: 		if(mod == 3)
0x09BE	0x0823      	MOVF       _mod, 0
0x09BF	0x3A03      	XORLW      3
0x09C0	0x1D03      	BTFSS      STATUS, 2
0x09C1	0x29CC      	GOTO       L_main126
;MyProject.c,485 :: 		Lcd_Out(1,1,"GUNDE KAC KEZ?");
0x09C2	0x3001      	MOVLW      1
0x09C3	0x1683      	BSF        STATUS, 5
0x09C4	0x00D8      	MOVWF      FARG_Lcd_Out_row
0x09C5	0x3001      	MOVLW      1
0x09C6	0x00D9      	MOVWF      FARG_Lcd_Out_column
0x09C7	0x30BF      	MOVLW      ?lstr6_MyProject
0x09C8	0x00DA      	MOVWF      FARG_Lcd_Out_text
0x09C9	0x118A      	BCF        PCLATH, 3
0x09CA	0x21B1      	CALL       _Lcd_Out
0x09CB	0x158A      	BSF        PCLATH, 3
L_main126:
;MyProject.c,486 :: 		while(mod == 3)
L_main127:
0x09CC	0x1283      	BCF        STATUS, 5
0x09CD	0x0823      	MOVF       _mod, 0
0x09CE	0x3A03      	XORLW      3
0x09CF	0x1D03      	BTFSS      STATUS, 2
0x09D0	0x29D5      	GOTO       L_main128
;MyProject.c,488 :: 		mod_uc_fonk();
0x09D1	0x118A      	BCF        PCLATH, 3
0x09D2	0x2365      	CALL       _mod_uc_fonk
0x09D3	0x158A      	BSF        PCLATH, 3
;MyProject.c,489 :: 		}
0x09D4	0x29CC      	GOTO       L_main127
L_main128:
;MyProject.c,490 :: 		Lcd_Cmd(_LCD_CLEAR);
0x09D5	0x3001      	MOVLW      1
0x09D6	0x1683      	BSF        STATUS, 5
0x09D7	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x09D8	0x118A      	BCF        PCLATH, 3
0x09D9	0x2102      	CALL       _Lcd_Cmd
0x09DA	0x158A      	BSF        PCLATH, 3
;MyProject.c,491 :: 		Lcd_Cmd(_LCD_CURSOR_OFF);
0x09DB	0x300C      	MOVLW      12
0x09DC	0x1683      	BSF        STATUS, 5
0x09DD	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x09DE	0x118A      	BCF        PCLATH, 3
0x09DF	0x2102      	CALL       _Lcd_Cmd
0x09E0	0x158A      	BSF        PCLATH, 3
;MyProject.c,492 :: 		while(mod == 4)
L_main129:
0x09E1	0x0823      	MOVF       _mod, 0
0x09E2	0x3A04      	XORLW      4
0x09E3	0x1D03      	BTFSS      STATUS, 2
0x09E4	0x2A20      	GOTO       L_main130
;MyProject.c,494 :: 		Lcd_Out(1,1,"TEK SEFERLIK");
0x09E5	0x3001      	MOVLW      1
0x09E6	0x1683      	BSF        STATUS, 5
0x09E7	0x00D8      	MOVWF      FARG_Lcd_Out_row
0x09E8	0x3001      	MOVLW      1
0x09E9	0x00D9      	MOVWF      FARG_Lcd_Out_column
0x09EA	0x30A0      	MOVLW      ?lstr7_MyProject
0x09EB	0x00DA      	MOVWF      FARG_Lcd_Out_text
0x09EC	0x118A      	BCF        PCLATH, 3
0x09ED	0x21B1      	CALL       _Lcd_Out
0x09EE	0x158A      	BSF        PCLATH, 3
;MyProject.c,495 :: 		Lcd_Out(2,1,"ALARM");
0x09EF	0x3002      	MOVLW      2
0x09F0	0x00D8      	MOVWF      FARG_Lcd_Out_row
0x09F1	0x3001      	MOVLW      1
0x09F2	0x00D9      	MOVWF      FARG_Lcd_Out_column
0x09F3	0x30AD      	MOVLW      ?lstr8_MyProject
0x09F4	0x00DA      	MOVWF      FARG_Lcd_Out_text
0x09F5	0x118A      	BCF        PCLATH, 3
0x09F6	0x21B1      	CALL       _Lcd_Out
0x09F7	0x158A      	BSF        PCLATH, 3
;MyProject.c,496 :: 		if(PORTC.RC2 == 1)
0x09F8	0x1283      	BCF        STATUS, 5
0x09F9	0x1D07      	BTFSS      PORTC, 2
0x09FA	0x2A0D      	GOTO       L_main131
;MyProject.c,498 :: 		alarm_kurulum = 1;
0x09FB	0x3001      	MOVLW      1
0x09FC	0x1683      	BSF        STATUS, 5
0x09FD	0x00CE      	MOVWF      _alarm_kurulum
;MyProject.c,499 :: 		mod = 5;
0x09FE	0x3005      	MOVLW      5
0x09FF	0x1283      	BCF        STATUS, 5
0x0A00	0x00A3      	MOVWF      _mod
;MyProject.c,500 :: 		delay_ms(50);
0x0A01	0x3041      	MOVLW      65
0x0A02	0x00FC      	MOVWF      R12
0x0A03	0x30EE      	MOVLW      238
0x0A04	0x00FD      	MOVWF      R13
L_main132:
0x0A05	0x0BFD      	DECFSZ     R13, 1
0x0A06	0x2A05      	GOTO       L_main132
0x0A07	0x0BFC      	DECFSZ     R12, 1
0x0A08	0x2A05      	GOTO       L_main132
0x0A09	0x0000      	NOP
;MyProject.c,501 :: 		while(PORTC.RC2);
L_main133:
0x0A0A	0x1D07      	BTFSS      PORTC, 2
0x0A0B	0x2A0D      	GOTO       L_main134
0x0A0C	0x2A0A      	GOTO       L_main133
L_main134:
;MyProject.c,502 :: 		}
L_main131:
;MyProject.c,503 :: 		if(PORTC.RC3 == 1)
0x0A0D	0x1D87      	BTFSS      PORTC, 3
0x0A0E	0x2A1F      	GOTO       L_main135
;MyProject.c,505 :: 		mod = 0;
0x0A0F	0x01A3      	CLRF       _mod
;MyProject.c,506 :: 		alarm_kurulum = 0;
0x0A10	0x1683      	BSF        STATUS, 5
0x0A11	0x01CE      	CLRF       _alarm_kurulum
;MyProject.c,507 :: 		delay_ms(50);
0x0A12	0x3041      	MOVLW      65
0x0A13	0x00FC      	MOVWF      R12
0x0A14	0x30EE      	MOVLW      238
0x0A15	0x00FD      	MOVWF      R13
L_main136:
0x0A16	0x0BFD      	DECFSZ     R13, 1
0x0A17	0x2A16      	GOTO       L_main136
0x0A18	0x0BFC      	DECFSZ     R12, 1
0x0A19	0x2A16      	GOTO       L_main136
0x0A1A	0x0000      	NOP
;MyProject.c,508 :: 		while(PORTC.RC2);
L_main137:
0x0A1B	0x1283      	BCF        STATUS, 5
0x0A1C	0x1D07      	BTFSS      PORTC, 2
0x0A1D	0x2A1F      	GOTO       L_main138
0x0A1E	0x2A1B      	GOTO       L_main137
L_main138:
;MyProject.c,509 :: 		}
L_main135:
;MyProject.c,510 :: 		}
0x0A1F	0x29E1      	GOTO       L_main129
L_main130:
;MyProject.c,511 :: 		Lcd_Cmd(_LCD_CLEAR);
0x0A20	0x3001      	MOVLW      1
0x0A21	0x1683      	BSF        STATUS, 5
0x0A22	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0A23	0x118A      	BCF        PCLATH, 3
0x0A24	0x2102      	CALL       _Lcd_Cmd
0x0A25	0x158A      	BSF        PCLATH, 3
;MyProject.c,512 :: 		if((mod == 5)&&(alarm_kurulum == 1))
0x0A26	0x0823      	MOVF       _mod, 0
0x0A27	0x3A05      	XORLW      5
0x0A28	0x1D03      	BTFSS      STATUS, 2
0x0A29	0x2A3B      	GOTO       L_main141
0x0A2A	0x1683      	BSF        STATUS, 5
0x0A2B	0x084E      	MOVF       _alarm_kurulum, 0
0x0A2C	0x3A01      	XORLW      1
0x0A2D	0x1D03      	BTFSS      STATUS, 2
0x0A2E	0x2A3B      	GOTO       L_main141
L__main230:
;MyProject.c,514 :: 		Lcd_Out(1,2,"ALARM SAATI");
0x0A2F	0x3001      	MOVLW      1
0x0A30	0x00D8      	MOVWF      FARG_Lcd_Out_row
0x0A31	0x3002      	MOVLW      2
0x0A32	0x00D9      	MOVWF      FARG_Lcd_Out_column
0x0A33	0x30B3      	MOVLW      ?lstr9_MyProject
0x0A34	0x00DA      	MOVWF      FARG_Lcd_Out_text
0x0A35	0x118A      	BCF        PCLATH, 3
0x0A36	0x21B1      	CALL       _Lcd_Out
0x0A37	0x158A      	BSF        PCLATH, 3
;MyProject.c,515 :: 		alarm_kurulum_yaz();
0x0A38	0x118A      	BCF        PCLATH, 3
0x0A39	0x244B      	CALL       _alarm_kurulum_yaz
0x0A3A	0x158A      	BSF        PCLATH, 3
;MyProject.c,516 :: 		}
L_main141:
;MyProject.c,517 :: 		while((mod == 5)&&(alarm_kurulum == 1))
L_main142:
0x0A3B	0x1283      	BCF        STATUS, 5
0x0A3C	0x0823      	MOVF       _mod, 0
0x0A3D	0x3A05      	XORLW      5
0x0A3E	0x1D03      	BTFSS      STATUS, 2
0x0A3F	0x2B8E      	GOTO       L_main143
0x0A40	0x1683      	BSF        STATUS, 5
0x0A41	0x084E      	MOVF       _alarm_kurulum, 0
0x0A42	0x3A01      	XORLW      1
0x0A43	0x1D03      	BTFSS      STATUS, 2
0x0A44	0x2B8E      	GOTO       L_main143
L__main229:
;MyProject.c,519 :: 		Lcd_Cmd(_LCD_BLINK_CURSOR_ON);
0x0A45	0x300F      	MOVLW      15
0x0A46	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0A47	0x118A      	BCF        PCLATH, 3
0x0A48	0x2102      	CALL       _Lcd_Cmd
0x0A49	0x158A      	BSF        PCLATH, 3
;MyProject.c,520 :: 		if(PORTC.RC2 == 1)
0x0A4A	0x1D07      	BTFSS      PORTC, 2
0x0A4B	0x2AA0      	GOTO       L_main146
;MyProject.c,522 :: 		if(pos == 7)
0x0A4C	0x0824      	MOVF       _pos, 0
0x0A4D	0x3A07      	XORLW      7
0x0A4E	0x1D03      	BTFSS      STATUS, 2
0x0A4F	0x2A75      	GOTO       L_main147
;MyProject.c,524 :: 		Lcd_Cmd(_LCD_MOVE_CURSOR_RIGHT);
0x0A50	0x3014      	MOVLW      20
0x0A51	0x1683      	BSF        STATUS, 5
0x0A52	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0A53	0x118A      	BCF        PCLATH, 3
0x0A54	0x2102      	CALL       _Lcd_Cmd
0x0A55	0x158A      	BSF        PCLATH, 3
;MyProject.c,525 :: 		Lcd_Cmd(_LCD_MOVE_CURSOR_RIGHT);
0x0A56	0x3014      	MOVLW      20
0x0A57	0x1683      	BSF        STATUS, 5
0x0A58	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0A59	0x118A      	BCF        PCLATH, 3
0x0A5A	0x2102      	CALL       _Lcd_Cmd
0x0A5B	0x158A      	BSF        PCLATH, 3
;MyProject.c,526 :: 		Lcd_Cmd(_LCD_MOVE_CURSOR_RIGHT);
0x0A5C	0x3014      	MOVLW      20
0x0A5D	0x1683      	BSF        STATUS, 5
0x0A5E	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0A5F	0x118A      	BCF        PCLATH, 3
0x0A60	0x2102      	CALL       _Lcd_Cmd
0x0A61	0x158A      	BSF        PCLATH, 3
;MyProject.c,527 :: 		pos = 10;
0x0A62	0x300A      	MOVLW      10
0x0A63	0x00A4      	MOVWF      _pos
;MyProject.c,528 :: 		delay_ms(250);
0x0A64	0x3002      	MOVLW      2
0x0A65	0x00FB      	MOVWF      R11
0x0A66	0x3045      	MOVLW      69
0x0A67	0x00FC      	MOVWF      R12
0x0A68	0x30A9      	MOVLW      169
0x0A69	0x00FD      	MOVWF      R13
L_main148:
0x0A6A	0x0BFD      	DECFSZ     R13, 1
0x0A6B	0x2A6A      	GOTO       L_main148
0x0A6C	0x0BFC      	DECFSZ     R12, 1
0x0A6D	0x2A6A      	GOTO       L_main148
0x0A6E	0x0BFB      	DECFSZ     R11, 1
0x0A6F	0x2A6A      	GOTO       L_main148
0x0A70	0x0000      	NOP
0x0A71	0x0000      	NOP
;MyProject.c,529 :: 		while(PORTC.RC2);
L_main149:
0x0A72	0x1D07      	BTFSS      PORTC, 2
0x0A73	0x2A75      	GOTO       L_main150
0x0A74	0x2A72      	GOTO       L_main149
L_main150:
;MyProject.c,530 :: 		}
L_main147:
;MyProject.c,531 :: 		if((pos > 7)&&(PORTC.RC2 == 1))
0x0A75	0x0824      	MOVF       _pos, 0
0x0A76	0x3C07      	SUBLW      7
0x0A77	0x1803      	BTFSC      STATUS, 0
0x0A78	0x2AA0      	GOTO       L_main153
0x0A79	0x1D07      	BTFSS      PORTC, 2
0x0A7A	0x2AA0      	GOTO       L_main153
L__main228:
;MyProject.c,533 :: 		Lcd_Cmd(_LCD_MOVE_CURSOR_LEFT);
0x0A7B	0x3010      	MOVLW      16
0x0A7C	0x1683      	BSF        STATUS, 5
0x0A7D	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0A7E	0x118A      	BCF        PCLATH, 3
0x0A7F	0x2102      	CALL       _Lcd_Cmd
0x0A80	0x158A      	BSF        PCLATH, 3
;MyProject.c,534 :: 		Lcd_Cmd(_LCD_MOVE_CURSOR_LEFT);
0x0A81	0x3010      	MOVLW      16
0x0A82	0x1683      	BSF        STATUS, 5
0x0A83	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0A84	0x118A      	BCF        PCLATH, 3
0x0A85	0x2102      	CALL       _Lcd_Cmd
0x0A86	0x158A      	BSF        PCLATH, 3
;MyProject.c,535 :: 		Lcd_Cmd(_LCD_MOVE_CURSOR_LEFT);
0x0A87	0x3010      	MOVLW      16
0x0A88	0x1683      	BSF        STATUS, 5
0x0A89	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0A8A	0x118A      	BCF        PCLATH, 3
0x0A8B	0x2102      	CALL       _Lcd_Cmd
0x0A8C	0x158A      	BSF        PCLATH, 3
;MyProject.c,536 :: 		pos = pos-3;
0x0A8D	0x3003      	MOVLW      3
0x0A8E	0x02A4      	SUBWF      _pos, 1
;MyProject.c,537 :: 		delay_ms(250);
0x0A8F	0x3002      	MOVLW      2
0x0A90	0x00FB      	MOVWF      R11
0x0A91	0x3045      	MOVLW      69
0x0A92	0x00FC      	MOVWF      R12
0x0A93	0x30A9      	MOVLW      169
0x0A94	0x00FD      	MOVWF      R13
L_main154:
0x0A95	0x0BFD      	DECFSZ     R13, 1
0x0A96	0x2A95      	GOTO       L_main154
0x0A97	0x0BFC      	DECFSZ     R12, 1
0x0A98	0x2A95      	GOTO       L_main154
0x0A99	0x0BFB      	DECFSZ     R11, 1
0x0A9A	0x2A95      	GOTO       L_main154
0x0A9B	0x0000      	NOP
0x0A9C	0x0000      	NOP
;MyProject.c,538 :: 		while(PORTC.RC2);
L_main155:
0x0A9D	0x1D07      	BTFSS      PORTC, 2
0x0A9E	0x2AA0      	GOTO       L_main156
0x0A9F	0x2A9D      	GOTO       L_main155
L_main156:
;MyProject.c,539 :: 		}
L_main153:
;MyProject.c,540 :: 		}
L_main146:
;MyProject.c,541 :: 		if(PORTC.RC3 == 1)
0x0AA0	0x1D87      	BTFSS      PORTC, 3
0x0AA1	0x2AA8      	GOTO       L_main157
;MyProject.c,543 :: 		alarm_kurulum = 0;
0x0AA2	0x1683      	BSF        STATUS, 5
0x0AA3	0x01CE      	CLRF       _alarm_kurulum
;MyProject.c,544 :: 		alarm_saat = 0;
0x0AA4	0x1283      	BCF        STATUS, 5
0x0AA5	0x01B3      	CLRF       _alarm_saat
;MyProject.c,545 :: 		alarm_dakika = 0;
0x0AA6	0x01CF      	CLRF       _alarm_dakika
;MyProject.c,546 :: 		mod = 0;
0x0AA7	0x01A3      	CLRF       _mod
;MyProject.c,547 :: 		}
L_main157:
;MyProject.c,548 :: 		if(PORTD.RD0 == 1)
0x0AA8	0x1C08      	BTFSS      PORTD, 0
0x0AA9	0x2B17      	GOTO       L_main158
;MyProject.c,550 :: 		Lcd_Cmd(_LCD_CURSOR_OFF);
0x0AAA	0x300C      	MOVLW      12
0x0AAB	0x1683      	BSF        STATUS, 5
0x0AAC	0x00DD      	MOVWF      FARG_Lcd_Cmd_out_char
0x0AAD	0x118A      	BCF        PCLATH, 3
0x0AAE	0x2102      	CALL       _Lcd_Cmd
0x0AAF	0x158A      	BSF        PCLATH, 3
;MyProject.c,551 :: 		if(pos == 10)
0x0AB0	0x0824      	MOVF       _pos, 0
0x0AB1	0x3A0A      	XORLW      10
0x0AB2	0x1D03      	BTFSS      STATUS, 2
0x0AB3	0x2AE3      	GOTO       L_main159
;MyProject.c,553 :: 		if(alarm_dakika == 59)
0x0AB4	0x084F      	MOVF       _alarm_dakika, 0
0x0AB5	0x3A3B      	XORLW      59
0x0AB6	0x1D03      	BTFSS      STATUS, 2
0x0AB7	0x2ABA      	GOTO       L_main160
;MyProject.c,554 :: 		alarm_dakika = 0;
0x0AB8	0x01CF      	CLRF       _alarm_dakika
0x0AB9	0x2ABB      	GOTO       L_main161
L_main160:
;MyProject.c,556 :: 		alarm_dakika = alarm_dakika+1;
0x0ABA	0x0ACF      	INCF       _alarm_dakika, 1
L_main161:
;MyProject.c,557 :: 		ByteToStrWithZeros(alarm_dakika,txt);
0x0ABB	0x084F      	MOVF       _alarm_dakika, 0
0x0ABC	0x1683      	BSF        STATUS, 5
0x0ABD	0x00D8      	MOVWF      FARG_ByteToStrWithZeros_input
0x0ABE	0x30D3      	MOVLW      _txt
0x0ABF	0x00D9      	MOVWF      FARG_ByteToStrWithZeros_output
0x0AC0	0x118A      	BCF        PCLATH, 3
0x0AC1	0x21F9      	CALL       _ByteToStrWithZeros
0x0AC2	0x158A      	BSF        PCLATH, 3
;MyProject.c,558 :: 		Lcd_Chr(2,9,txt[2]);
0x0AC3	0x3002      	MOVLW      2
0x0AC4	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0AC5	0x3009      	MOVLW      9
0x0AC6	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0AC7	0x0855      	MOVF       _txt+2, 0
0x0AC8	0x00DA      	MOVWF      FARG_Lcd_Chr_out_char
0x0AC9	0x118A      	BCF        PCLATH, 3
0x0ACA	0x217A      	CALL       _Lcd_Chr
0x0ACB	0x158A      	BSF        PCLATH, 3
;MyProject.c,559 :: 		Lcd_Chr(2,8,txt[1]);
0x0ACC	0x3002      	MOVLW      2
0x0ACD	0x00D8      	MOVWF      FARG_Lcd_Chr_row
0x0ACE	0x3008      	MOVLW      8
0x0ACF	0x00D9      	MOVWF      FARG_Lcd_Chr_column
0x0AD0	0x0854      	MOVF       _txt+1, 0
